id,date,title,type,epic_id,epic_title,month,pillar
DPMA-639,6/12/25,Design general Observability,Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-737,6/12/25,Disable unnecessary rules on WAF for endpoints containing free text,Task,DPMA-481,[Infrastructure] Security Q2 2d,Jun-25,Clarity
DPMA-447,6/12/25,[Receive] Force users to upgrade Receive app,Story,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Convenience
DPMA-684,6/12/25,Have tech debt inventory for User service,Task,DPMA-491,[User] Tech debt Q2 (1w),Jun-25,Fundamentals
DPMA-685,6/12/25,Populate Epic with Tasks,Task,DPMA-491,[User] Tech debt Q2 (1w),Jun-25,Fundamentals
DPMA-672,6/16/25,"Plan ""[BE] Technical Observability"" Epic development (three Highest prio tasks)",Task,DPMA-647,Take things under control (3d),Jun-25,Fundamentals
DPMA-735,6/16/25,Finalize Observability ADR,Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-599,6/16/25,Add relevant events in the app are tracked in GA4,Task,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-608,6/16/25,Propose & Refactor a design for Event View/View model (+ State Machine integration),Task,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Clarity
DPMA-627,6/16/25,Users did not get the force update on latest version on app store (1.2),Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Convenience
DPMA-690,6/16/25,iOS notification when summary failed is wrong,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Clarity
DPMA-609,6/16/25,"In some cases after an error that can be retried we do not set error to ""retry"" mode.",Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-667,6/17/25,Reduce (required) login fields,Story,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-747,6/17/25,Not necessary notification?,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-746,6/17/25,Summarisation without being logged it fails silently.,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Clarity
DPMA-621,6/19/25,In Debug version of the app add a button to send logs (somewhere).,Task,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-638,6/19/25,Log-in / account creation bug in iOS 18.3.2,Story,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-741,6/19/25,Verify metrics are working correctly,Task,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-646,6/20/25,Unclear failure and error message in document scanner,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Clarity
DPMA-748,6/23/25,Internet connection error if transcribing with locked phone,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Connection
DPMA-749,6/23/25,Double confirmation message,Bug,DPMA-570,"[Receive, iOS] Post lunch fixes, high prio (2w)",Jun-25,Fundamentals
DPMA-647,6/24/25,Take things under control (3d),Epic,,,Jun-25,Convenience
DPMA-570,6/24/25,"[Receive, iOS] Post lunch fixes, high prio (2w)",Epic,,,Jun-25,Fundamentals
DPMA-715,6/24/25,User Service Handover 1d,Task,DPMA-647,Take things under control (3d),Jun-25,Convenience
DPMA-687,6/24/25,"Plan ""[User] Tech debt Q2"" Epic development (Three highest prio tasks)",Task,DPMA-647,Take things under control (3d),Jun-25,Fundamentals
DPMA-482,6/24/25,Have MS accounts that are only used for Azure,Task,DPMA-481,[Infrastructure] Security Q2 2d,Jun-25,Fundamentals
DPMA-575,6/25/25,Replace text for document error handling,Task,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-753,6/25/25,Add download button of transcript as .txt,Story,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Clarity
DPMA-750,6/25/25,We need meaningful error message in case of generic error coming from BE,Bug,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-633,6/25/25,Update content cards,Story,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-743,6/25/25,Enable setting default output language of AI services,Task,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Clarity
DPMA-689,6/26/25,Doc. removal processing error,Bug,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-755,6/26/25,"Users do not receive ""force update"" popup.",Bug,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-613,6/27/25,[BE] Technical Observability 2w,Epic,,,Jun-25,Fundamentals
DPMA-729,6/27/25,"Create ""framework"" to push custom metrics from User API 1d",Task,DPMA-759,[BE] Inbox Q3,Jun-25,Fundamentals
DPMA-726,6/27/25,Provision Azure Grafana with access to Azure Monitor 1d,Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-727,6/27/25,Provision ApplicationInsights 1d,Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-731,6/27/25,"Add Instrumentation to AI Service including ( requests, postgresql, including requests to user service, and external services: Azure OpenAI, Yuvoly, Azure Blob Storage, EntraId, Auth0) 1d",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Clarity
DPMA-730,6/27/25,"Create ""framework"" to push custom metrics from AI Service API 1d",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Clarity
DPMA-728,6/27/25,"Add Instrumentation to User API including ( requets, postgresql, including requests to external services: auth0?, EntraId, Mailchimp, Azure Notification Hub) 2d",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Clarity
DPMA-732,6/27/25,"In Grafana, define and create dashboard with metrics 2d",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-734,6/27/25,"Define very simple SLO’s for service(s), define and create alerts based on those SLO’s 1d",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Fundamentals
DPMA-739,6/27/25,"Create a metrics for ""user approval of AI summaries"" on a dashboard for Tobias",Task,DPMA-613,[BE] Technical Observability 2w,Jun-25,Clarity
DPMA-640,6/27/25,Infrastructure handover 1d,Task,DPMA-481,[Infrastructure] Security Q2 2d,Jun-25,Fundamentals
DPMA-757,6/27/25,Doc scanner halucination,Bug,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jun-25,Convenience
DPMA-119,7/7/25,Onboarding,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-650,7/7/25,Login,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-736,7/7/25,[User] Send notifications to Android from user service,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-653,7/7/25,Record Audio Functionality,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-654,7/7/25,Transcription and Summary Functionality,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-123,7/7/25,Event Sharing,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Connection
DPMA-651,7/7/25,Home Screen,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-652,7/7/25,Timeline Screen,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-668,7/7/25,Storage refactoring,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-656,7/7/25,Profile Screen,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-803,7/8/25,Application rotates in to landscape mode,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-797,7/8/25,"Carepath is opened by default, not ""home"" when I launch the app [QA]",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-788,7/8/25,Adjust Ditto logo prepare appointment card [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-784,7/8/25,[🤖] Fix details on privacy statement page  [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-785,7/8/25,Insights card fixes  [QA] AI,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-786,7/8/25,Fix landing  [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-787,7/8/25,Various issues with audio recorder [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-790,7/8/25,Check App language settings [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-812,7/8/25,Date format is incorrect [AI],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-816,7/8/25,Nice to have: icons in event page header are very small,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-819,7/8/25,Buttons are highlighted in Red,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-783,7/9/25,"[AI] Implement new design ""add event""  [QA]",Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-796,7/9/25,AI 🤖 Can't save recording to Device [QA],Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-804,7/9/25,"AI 🤖 Can't scroll down while swiping ""Ditto insights"" cards",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-815,7/9/25,AI 🤖 Can't view introduction video's in full screen,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-826,7/9/25,"""Login"" state is not picked up by the app",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-649,7/9/25,Account creation,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-813,7/9/25,Incorrect icon privacy statement,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-824,7/10/25,AI 🤖 Can click through on recording screen,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-808,7/10/25,AI 🤖 Can't see transcription of the conversation,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-806,7/10/25,"[🤖] When recording is stopped after a tap on notification, HOME screen is opened automatically",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-805,7/10/25,Can't delete user account,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-792,7/10/25,[🤖] Start input fields with upper case [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-800,7/11/25,Notification and error handling issues [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-823,7/13/25,Can't save recording,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-782,7/13/25,Adjust visibility document scanner [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-791,7/13/25,Edit profile details has various issues [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-830,7/14/25,Does not translate to English,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-833,7/14/25,Add Action Items (bullet points) formatting,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-821,7/14/25,"Nice to have: Remove ""delete"" option from note when there are no notes yet",Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-822,7/14/25,Various issues with audio recorder v2 [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-794,7/14/25,[🤖] Recording summary various minor issues [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-837,7/14/25,Neverending throbber on added audio file,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-657,7/15/25,Translate conversation summary,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-658,7/15/25,Add notes to events,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-659,7/15/25,Editing and Deleting Event,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-663,7/15/25,Home insights Cards,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-664,7/15/25,Manual event creation,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-669,7/15/25,Home “create account” cards,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-122,7/15/25,Add files to Events,Story,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-836,7/15/25,"There should be a ""lock screen"" when you leave the application.",Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-840,7/15/25,Super long login time if open app on a phone without internet connection,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Connection
DPMA-831,7/15/25,"Can't see translate and transcribe options, when failed to translate",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-798,7/15/25,Event detail screen has various small issues [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-832,7/16/25,Add Arabic language to summary,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-834,7/16/25,Files loader stuck for conversation,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-843,7/16/25,"Minimised recorder covers modals, tab bar and other components",Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-795,7/16/25,Event detail screen minor issues [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-810,7/16/25,Onboarding: adjust image + content biometric step,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-793,7/16/25,Contact us links are not working [QA],Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-854,7/16/25,Search icon should be removed/hidden,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-846,7/16/25,Deletion of file from event detail page not working,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-845,7/16/25,Audio continues playback while recording play state is paused,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-851,7/16/25,First time use camera: show permissions pop-up,Task,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-844,7/17/25,Summary removed when note opened,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-847,7/17/25,Summary text is not visible when sharing event,Bug,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Clarity
DPMA-835,7/17/25,Analytics - user tracking,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-856,7/17/25,Analytics - user action tracking,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Fundamentals
DPMA-811,7/17/25,Onboarding: adjust info biometric step,Story,DPMA-118,"[Receive, Android] App Pilot (2-4w)",Jul-25,Convenience
DPMA-118,7/18/25,"[Receive, Android] App Pilot (2-4w)",Epic,,,Jul-25,Fundamentals
DPMA-707,7/21/25,Less restrictive document classification 1d,Task,DPMA-643,[AI] Improvements Q2 6w,Jul-25,Clarity
DPMA-712,7/21/25,Have LLMOps library be able to handle { },Task,DPMA-615,[AI] Tech debt Q2 1d,Jul-25,Clarity
DPMA-722,7/21/25,Enable OpenTelemetry,Task,DPMA-491,[User] Tech debt Q2 (1w),Jul-25,Fundamentals
DPMA-871,7/22/25,Make sure no user data is leaked in logs,Task,DPMA-615,[AI] Tech debt Q2 1d,Jul-25,Clarity
DPMA-868,7/24/25,"Cleanup strings on ""setup security"" onboarding screen",Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Convenience
DPMA-885,7/24/25,Add reminder about AI generated summary,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-848,7/24/25,"When a recording is summarised, event title is not updated",Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-615,7/25/25,[AI] Tech debt Q2 1d,Epic,,,Jul-25,Clarity
DPMA-883,7/25/25,CRITICAL: Container Apps Publicly Exposed - Bypassing Application Gateway WAF,Bug,DPMA-572,[Infrastructure] Security Q3,Jul-25,Clarity
DPMA-752,7/28/25,Specify language for AI service,Task,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Jul-25,Clarity
DPMA-866,7/29/25,"[Android] wrong event name: ""event_attachment_share"" instead of ""attachment_shared""",Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Connection
DPMA-862,7/29/25,[Android] audio_transcription_requested added twice,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-863,7/29/25,[Android] audio_transcription_saved fired twice,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-864,7/29/25,[Android] audio_translation_requested is fired twice,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-860,7/29/25,[Android] event_created event is not fired,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-861,7/29/25,"[Android] Analytics, events' has_logged_in property is ""false"" all the time, even if the user is logged in",Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-858,7/29/25,[Android] user_logged_out event received twice,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Fundamentals
DPMA-859,7/29/25,"[Android] Wrongly fired ""audio_transcription_failed"" analytics event",Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Jul-25,Clarity
DPMA-481,8/4/25,[Infrastructure] Security Q2 2d,Epic,,,Aug-25,Fundamentals
DPMA-567,8/4/25,"[Receive, BE] Q2 Improvements (2w)",Epic,,,Aug-25,Convenience
DPMA-703,8/4/25,"Data curation: redefine needed datasets, start gathering 2w",Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-704,8/4/25,Improve evaluation process 2w,Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-888,8/4/25,Integrate with Crashlytics crash reports,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Fundamentals
DPMA-195,8/4/25,[Backup][iOS] Backup status is not updaing,Bug,DPMA-567,"[Receive, BE] Q2 Improvements (2w)",Aug-25,Clarity
DPMA-725,8/4/25,[IMPORTANT] Add implementation of notifications for Android devices,Task,DPMA-491,[User] Tech debt Q2 (1w),Aug-25,Fundamentals
DPMA-686,8/4/25,Estimate tasks,Task,DPMA-491,[User] Tech debt Q2 (1w),Aug-25,Fundamentals
DPMA-759,8/5/25,[BE] Inbox Q3,Epic,,,Aug-25,Fundamentals
DPMA-571,8/5/25,[Receive] Inbox Q3,Epic,,,Aug-25,Fundamentals
DPMA-740,8/5/25,[User] Tech debt Q3,Epic,,,Aug-25,Fundamentals
DPMA-713,8/5/25,[AI] Tech Debt Q3,Epic,,,Aug-25,Clarity
DPMA-901,8/7/25,Implement WAF Policy on some of the alerts,Task,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-897,8/19/25,Observability,Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-925,8/19/25,WAF Blocks - disable warnings,Story,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-560,8/19/25,"[iOS, Android] Implement correct microphone icon",Story,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Fundamentals
DPMA-852,8/19/25,Close button is really small for document viewing,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Fundamentals
DPMA-637,8/21/25,Update language handling in de app,Task,DPMA-922,[FE] Inbox Q4,Aug-25,Convenience
DPMA-632,8/21/25,App freeze when scrolling through the summary,Bug,DPMA-922,[FE] Inbox Q4,Aug-25,Clarity
DPMA-631,8/21/25,App stuck on login screen,Bug,DPMA-922,[FE] Inbox Q4,Aug-25,Fundamentals
DPMA-921,8/21/25,Audio playback on Android pauses after 1 minute,Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Fundamentals
DPMA-705,8/25/25,"Quickscan LLM tools, time box, reconsider if we are reinventing the wheel",Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-701,8/25/25,Create capability to run components in parallel - LLMOps library,Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-698,8/25/25,Change LLM manifest defiinition from Python to YAML - LLMOps library,Task,DPMA-643,[AI] Improvements Q2 6w,Aug-25,Clarity
DPMA-900,8/25/25,Document security WAF policy,Task,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-926,8/27/25,WAF Blocks - implement cleaning and block,Story,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-927,8/27/25,WAF Blocks - disable rules,Story,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-661,8/28/25,Document Scanner,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Clarity
DPMA-662,8/28/25,Document Explainer,Task,DPMA-648,"[Receive, Android] Android on par with iOS",Aug-25,Clarity
DPMA-924,8/29/25,WAF Blocks - HCP services,Story,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-910,8/29/25,PG cron job not working,Bug,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-928,8/29/25,Shut down unused services,Task,DPMA-898,[BE] Launch post-actions/fixes,Aug-25,Fundamentals
DPMA-929,9/1/25,Create unit test for eval PR,Story,DPMA-898,[BE] Launch post-actions/fixes,Sep-25,Fundamentals
DPMA-955,9/1/25,Content policy violation results in an internal server error,Bug,DPMA-898,[BE] Launch post-actions/fixes,Sep-25,Fundamentals
DPMA-954,9/2/25,Edit Grafana alerts,Story,DPMA-898,[BE] Launch post-actions/fixes,Sep-25,Fundamentals
DPMA-971,9/4/25,[App] Design permission screen for tracking,Task,DPMA-952,BURNING! Q4,Sep-25,Fundamentals
DPMA-980,9/4/25,Peak effort on Farsi machine translations,Story,DPMA-643,[AI] Improvements Q2 6w,Sep-25,Clarity
DPMA-976,9/4/25,Firewall alerts <2w decisions,Story,DPMA-898,[BE] Launch post-actions/fixes,Sep-25,Fundamentals
DPMA-956,9/5/25,Transcript display seems off and missing large chunks,Bug,DPMA-952,BURNING! Q4,Sep-25,Clarity
DPMA-758,9/8/25,Enable partner QR to patient summary,Story,DPMA-952,BURNING! Q4,Sep-25,Clarity
DPMA-899,9/8/25,Include Mixpanel SDKs for analytics and tracking,Story,DPMA-952,BURNING! Q4,Sep-25,Fundamentals
DPMA-974,9/8/25,TODO: split analytics ticket,Task,DPMA-952,BURNING! Q4,Sep-25,Fundamentals
DPMA-957,9/8/25,[All] Better Title For events we create,Task,DPMA-643,[AI] Improvements Q2 6w,Sep-25,Clarity
DPMA-891,9/8/25,"[iOS] ""Not Authenticated"" shows right after login when using AI features",Bug,DPMA-648,"[Receive, Android] Android on par with iOS",Sep-25,Clarity
DPMA-486,9/10/25,Guest accounts with write permissions on Azure resources should be removed,Task,DPMA-572,[Infrastructure] Security Q3,Sep-25,Fundamentals
DPMA-691,9/15/25,Add ability to upload files to scanner,Story,DPMA-952,BURNING! Q4,Sep-25,Convenience
DPMA-946,9/15/25,[iOS] Language does not switch to Dutch for some users,Bug,DPMA-952,BURNING! Q4,Sep-25,Convenience
DPMA-898,9/16/25,[BE] Launch post-actions/fixes,Epic,,,Sep-25,Fundamentals
DPMA-990,9/24/25,Research how much time it will take to rewrite Matrix communication stack on iOS and Android,Task,DPMA-952,BURNING! Q4,Sep-25,Convenience
DPMA-1015,9/24/25,Add Share Tab,Story,DPMA-952,BURNING! Q4,Sep-25,Connection
DPMA-960,9/24/25,Setup email sender in Azure,Task,DPMA-911,Maintenance Q3,Sep-25,Clarity
DPMA-1068,9/24/25,[Azure AD] Add redundancy for global admin role,Task,DPMA-1063,[Data Security] Deal with pentest critical findings Q4,Sep-25,Fundamentals
DPMA-1012,9/25/25,Change order of the Onbaording,Story,DPMA-952,BURNING! Q4,Sep-25,Fundamentals
DPMA-1108,9/25/25,"Medical Term ""Bypass"" Triggers False Positive in Prompt Injection Detection",Bug,DPMA-923,[BE] Inbox Q4,Sep-25,Fundamentals
DPMA-995,9/26/25,"[Android] Add ""AI Feedback"" option",Task,DPMA-648,"[Receive, Android] Android on par with iOS",Sep-25,Clarity
DPMA-1013,9/29/25,Copy and Image update Login Screen,Story,DPMA-952,BURNING! Q4,Sep-25,Convenience
DPMA-1051,10/1/25,[Android] Disabled Buttons in Feedback Cards 1/2 and 2/2 Can Be Clicked Despite Being Grayed Out,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1042,10/1/25,[Android] Missing fade mask effect when scrolling privacy policy document,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1043,10/1/25,[Android] Swipe down gesture closes document instead of scrolling up in privacy policy,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1004,10/3/25,[Growth] Redo Invite Page,Epic,,,Oct-25,Connection
DPMA-572,10/3/25,[Infrastructure] Security Q3,Epic,,,Oct-25,Fundamentals
DPMA-1110,10/3/25,[iOS] Fix missing video in home screen card,Story,DPMA-952,BURNING! Q4,Oct-25,Fundamentals
DPMA-1035,10/3/25,[Android] Skip button displays in English instead of Dutch on onboarding first step,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Convenience
DPMA-1117,10/3/25,"[iOS, Android] Alert dialog shows incorrect text when deleting note",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1049,10/3/25,"[iOS] ""Can't Continue"" Dialog - Try Again Button Opens Camera Instead of Retrying Event Creation",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1048,10/3/25,"[iOS] Error Dialog with Unexpected Error After Adding Non-medical Document, Retry Button Closes Dialog Without Action",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1023,10/3/25,"[Android] ""Summarize recording"" button is unresponsive",Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Clarity
DPMA-1033,10/3/25,[Android] Incorrect delete dialog appears when deleting note during creation/editing,Bug,DPMA-922,[FE] Inbox Q4,Oct-25,Fundamentals
DPMA-1062,10/6/25,[Product] Build Care Network v1,Epic,,,Oct-25,Connection
